location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Mexico,2020-10-13,825340.0,4295.0,4390.286,84420.0,475.0,296.0,6335.989,32.972,33.703,648.077,3.646,2.272,1.02,,,,,,,,,1903572.0,16778.0,14.613,0.129,12082.0,0.093,0.428,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-14,829396.0,4056.0,4315.429,84898.0,478.0,310.286,6367.126,31.137,33.129,651.747,3.67,2.382,1.02,,,,,,,,,1919167.0,15595.0,14.733,0.12,12244.0,0.094,0.43,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-15,834910.0,5514.0,4346.0,85285.0,387.0,312.714,6409.456,42.33,33.363,654.718,2.971,2.401,1.02,,,,,,,,,1933896.0,14729.0,14.846,0.113,12382.0,0.095,0.436,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-16,841661.0,6751.0,4520.143,85704.0,419.0,315.286,6461.282,51.826,34.7,657.934,3.217,2.42,1.02,,,,,,,,,1949640.0,15744.0,14.967,0.121,12686.0,0.097,0.437,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-17,847108.0,5447.0,4682.857,86059.0,355.0,345.286,6503.098,41.816,35.949,660.66,2.725,2.651,1.02,,,,,,,,,1956635.0,6995.0,15.021,0.054,12795.0,0.098,0.436,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-18,851227.0,4119.0,4817.714,86167.0,108.0,340.857,6534.719,31.621,36.985,661.489,0.829,2.617,1.02,,,,,,,,,1961309.0,4674.0,15.057,0.036,12845.0,0.099,0.436,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-19,854926.0,3699.0,4840.143,86338.0,171.0,341.857,6563.116,28.397,37.157,662.802,1.313,2.624,1.02,,,,,,,,,1980038.0,18729.0,15.2,0.144,13321.0,0.102,0.436,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-20,860714.0,5788.0,5053.429,86893.0,555.0,353.286,6607.549,44.433,38.794,667.062,4.261,2.712,1.02,,,,,,,,,1999435.0,19397.0,15.349,0.149,13695.0,0.105,0.437,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-21,867559.0,6845.0,5451.857,87415.0,522.0,359.571,6660.097,52.548,41.853,671.069,4.007,2.76,1.03,,,,,,,,,2018037.0,18602.0,15.492,0.143,14124.0,0.108,0.433,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-22,874171.0,6612.0,5608.714,87415.0,0.0,304.286,6710.856,50.759,43.057,671.069,0.0,2.336,1.03,,,,,,,,,2036571.0,18534.0,15.634,0.142,14668.0,0.113,0.425,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-23,880775.0,6604.0,5587.714,88312.0,897.0,372.571,6761.554,50.698,42.896,677.956,6.886,2.86,1.03,,,,,,,,,2054607.0,18036.0,15.773,0.138,14995.0,0.115,0.422,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-24,886800.0,6025.0,5670.286,88743.0,431.0,383.429,6807.807,46.253,43.53,681.264,3.309,2.944,1.02,,,,,,,,,2062132.0,7525.0,15.831,0.058,15071.0,0.116,0.421,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-25,891160.0,4360.0,5704.714,88924.0,181.0,393.857,6841.278,33.471,43.794,682.654,1.39,3.024,1.02,,,,,,,,,2067128.0,4996.0,15.869,0.038,15117.0,0.116,0.421,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-26,895326.0,4166.0,5771.429,89171.0,247.0,404.714,6873.259,31.982,44.306,684.55,1.896,3.107,1.02,,,,,,,,,2087342.0,20214.0,16.024,0.155,15329.0,0.118,0.417,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-27,901268.0,5942.0,5793.429,89814.0,643.0,417.286,6918.875,45.616,44.475,689.486,4.936,3.203,1.02,,,,,,,,,2107586.0,20244.0,16.18,0.155,15450.0,0.119,0.41,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-28,906863.0,5595.0,5614.857,90309.0,495.0,413.429,6961.827,42.952,43.104,693.286,3.8,3.174,1.02,,,,,,,,,2126868.0,19282.0,16.328,0.148,15547.0,0.119,0.405,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-29,912811.0,5948.0,5520.0,90773.0,464.0,479.714,7007.488,45.662,42.376,696.848,3.562,3.683,1.02,,,,,,,,,2145245.0,18377.0,16.469,0.141,15525.0,0.119,0.401,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-30,918811.0,6000.0,5433.714,91289.0,516.0,425.286,7053.549,46.061,41.714,700.809,3.961,3.265,1.02,,,,,,,,,2161263.0,16018.0,16.592,0.123,15237.0,0.117,0.4,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-10-31,924962.0,6151.0,5451.714,91753.0,464.0,430.0,7100.77,47.22,41.852,704.372,3.562,3.301,1.02,,,,,,,,,2167902.0,6639.0,16.643,0.051,15110.0,0.116,0.399,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-01,929392.0,4430.0,5461.714,91895.0,142.0,424.429,7134.778,34.008,41.929,705.462,1.09,3.258,1.02,,,,,,,,,2172073.0,4171.0,16.675,0.032,14992.0,0.115,0.399,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-02,933155.0,3763.0,5404.143,92100.0,205.0,418.429,7163.666,28.888,41.487,707.035,1.574,3.212,1.02,,,,,,,,,2182250.0,10177.0,16.753,0.078,13558.0,0.104,0.407,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-03,938405.0,5250.0,5305.286,92593.0,493.0,397.0,7203.969,40.303,40.728,710.82,3.785,3.048,1.02,,,,,,,,,2201141.0,18891.0,16.898,0.145,13365.0,0.103,0.415,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-04,943630.0,5225.0,5252.429,93228.0,635.0,417.0,7244.08,40.111,40.322,715.695,4.875,3.201,1.02,,,,,,,,,2219394.0,18253.0,17.038,0.14,13218.0,0.101,0.424,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-05,949197.0,5567.0,5198.0,93772.0,544.0,428.429,7286.817,42.737,39.904,719.871,4.176,3.289,1.03,,,,,,,,,2237564.0,18170.0,17.177,0.139,13188.0,0.101,0.432,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-06,955128.0,5931.0,5188.143,94323.0,551.0,433.429,7332.349,45.531,39.828,724.101,4.23,3.327,1.03,,,,,,,,,2254292.0,16728.0,17.306,0.128,13290.0,0.102,0.438,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-07,961938.0,6810.0,5282.286,94808.0,485.0,436.429,7384.628,52.279,40.551,727.824,3.723,3.35,1.04,,,,,,,,,2261384.0,7092.0,17.36,0.054,13355.0,0.103,0.441,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-08,967825.0,5887.0,5490.429,95027.0,219.0,447.429,7429.821,45.193,42.149,729.505,1.681,3.435,1.04,,,,,,,,,2266099.0,4715.0,17.396,0.036,13432.0,0.103,0.444,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-09,972785.0,4960.0,5661.429,95225.0,198.0,446.429,7467.898,38.077,43.462,731.025,1.52,3.427,1.04,,,,,,,,,2286226.0,20127.0,17.551,0.155,14854.0,0.114,0.438,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-10,978531.0,5746.0,5732.286,95842.0,617.0,464.143,7512.009,44.111,44.006,735.762,4.737,3.563,1.04,,,,,,,,,2305973.0,19747.0,17.703,0.152,14976.0,0.115,0.443,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-11,986177.0,7646.0,6078.143,96430.0,588.0,457.429,7570.706,58.697,46.661,740.276,4.514,3.512,1.04,,,,,,,,,2324836.0,18863.0,17.847,0.145,15063.0,0.116,0.447,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-12,991835.0,5658.0,6091.143,97056.0,626.0,469.143,7614.142,43.435,46.761,745.082,4.806,3.602,1.04,,,,,,,,,2343152.0,18316.0,17.988,0.141,15084.0,0.116,0.452,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-13,997393.0,5558.0,6037.857,97624.0,568.0,471.571,7656.809,42.668,46.352,749.442,4.36,3.62,1.04,,,,,,,,,2360879.0,17727.0,18.124,0.136,15227.0,0.117,0.452,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-14,1003253.0,5860.0,5902.143,98259.0,635.0,493.0,7701.796,44.986,45.31,754.317,4.875,3.785,1.04,,,,,,,,,2368880.0,8001.0,18.185,0.061,15357.0,0.118,0.452,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-15,1006522.0,3269.0,5528.143,98542.0,283.0,502.143,7726.891,25.096,42.439,756.489,2.173,3.855,1.04,,,,,,,,,2373728.0,4848.0,18.223,0.037,15376.0,0.118,0.451,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-16,1009396.0,2874.0,5230.143,98861.0,319.0,519.429,7748.954,22.063,40.151,758.938,2.449,3.988,1.05,,,,,,,,,2379749.0,6021.0,18.269,0.046,13360.0,0.103,0.459,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-17,1011153.0,1757.0,4660.286,99026.0,165.0,454.857,7762.443,13.488,35.776,760.205,1.267,3.492,1.06,,,,,,,,,2400823.0,21074.0,18.431,0.162,13550.0,0.104,0.459,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-18,1015071.0,3918.0,4127.714,99528.0,502.0,442.571,7792.52,30.078,31.688,764.059,3.854,3.398,1.08,,,,,,,,,2419883.0,19060.0,18.577,0.146,13578.0,0.104,0.462,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-19,1019543.0,4472.0,3958.286,100104.0,576.0,435.429,7826.851,34.331,30.387,768.481,4.422,3.343,1.1,,,,,,,,,2437482.0,17599.0,18.712,0.135,13476.0,0.103,0.466,2.1,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-20,1025969.0,6426.0,4082.286,100823.0,719.0,457.0,7876.182,49.331,31.339,774.0,5.52,3.508,1.12,,,,,,,,,2456744.0,19262.0,18.86,0.148,13695.0,0.105,0.467,2.1,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-21,1032688.0,6719.0,4205.0,101373.0,550.0,444.857,7927.763,51.581,32.281,778.223,4.222,3.415,1.14,,,,,,,,,2466296.0,9552.0,18.933,0.073,13917.0,0.107,0.463,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-22,1041875.0,9187.0,5050.429,101676.0,303.0,447.714,7998.29,70.527,38.771,780.549,2.326,3.437,1.16,,,,,,,,,2471534.0,5238.0,18.974,0.04,13972.0,0.107,0.463,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-23,1049358.0,7483.0,5708.857,101926.0,250.0,437.857,8055.736,57.446,43.826,782.468,1.919,3.361,1.17,,,,,,,,,2494215.0,22681.0,19.148,0.174,16352.0,0.126,0.457,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-24,1060152.0,10794.0,6999.857,102739.0,813.0,530.429,8138.599,82.864,53.737,788.709,6.241,4.072,1.17,,,,,,,,,2518509.0,24294.0,19.334,0.187,16812.0,0.129,0.45,2.2,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-25,1070487.0,10335.0,7916.571,103597.0,858.0,581.286,8217.939,79.34,60.774,795.296,6.587,4.462,1.17,,,,,,,,,2541747.0,23238.0,19.513,0.178,17409.0,0.134,0.442,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-26,1078594.0,8107.0,8435.857,104242.0,645.0,591.143,8280.175,62.236,64.761,800.247,4.952,4.538,1.17,,,,,,,,,2565057.0,23310.0,19.691,0.179,18225.0,0.14,0.433,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-27,1090675.0,12081.0,9243.714,104873.0,631.0,578.571,8372.919,92.744,70.962,805.091,4.844,4.442,1.17,,,,,,,,,2588282.0,23225.0,19.87,0.178,18791.0,0.144,0.429,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-28,1101403.0,10728.0,9816.429,105459.0,586.0,583.714,8455.276,82.357,75.359,809.59,4.499,4.481,1.16,,,,,,,,,2599351.0,11069.0,19.955,0.085,19008.0,0.146,0.429,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-29,1107071.0,5668.0,9313.714,105655.0,196.0,568.429,8498.788,43.512,71.5,811.095,1.505,4.364,1.15,,,,,,,,,2605197.0,5846.0,20.0,0.045,19095.0,0.147,0.429,2.3,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-11-30,1113543.0,6472.0,9169.286,105940.0,285.0,573.429,8548.472,49.684,70.391,813.283,2.188,4.402,1.15,,,,,,,,,2631710.0,26513.0,20.203,0.204,19642.0,0.151,0.421,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-01,1122362.0,8819.0,8887.143,106765.0,825.0,575.143,8616.174,67.702,68.225,819.616,6.333,4.415,1.14,,,,,,,,,2660488.0,28778.0,20.424,0.221,20283.0,0.156,0.418,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-02,1133613.0,11251.0,9018.0,107565.0,800.0,566.857,8702.546,86.372,69.23,825.757,6.141,4.352,1.14,,,,,,,,,2689809.0,29321.0,20.649,0.225,21152.0,0.162,0.413,2.4,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-03,1144643.0,11030.0,9435.571,108173.0,608.0,561.571,8787.222,84.675,72.435,830.425,4.668,4.311,1.14,,,,,,,,,2719802.0,29993.0,20.879,0.23,22106.0,0.17,0.406,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-04,1156770.0,12127.0,9442.143,108863.0,690.0,570.0,8880.318,93.097,72.486,835.722,5.297,4.376,1.13,,,,,,,,,2749493.0,29691.0,21.107,0.228,23030.0,0.177,0.397,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-05,1168395.0,11625.0,9570.286,109456.0,593.0,571.0,8969.562,89.243,73.469,840.274,4.552,4.383,1.12,,,,,,,,,2764812.0,15319.0,21.225,0.118,23637.0,0.181,0.394,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-06,1175850.0,7455.0,9825.571,109717.0,261.0,580.286,9026.792,57.231,75.429,842.278,2.004,4.455,1.12,,,,,,,,,2770772.0,5960.0,21.271,0.046,23654.0,0.182,0.395,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-07,1182249.0,6399.0,9815.143,110074.0,357.0,590.571,9075.916,49.124,75.349,845.019,2.741,4.534,1.11,,,,,,,,,2803231.0,32459.0,21.52,0.249,24503.0,0.188,0.394,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-08,1193255.0,11006.0,10127.571,110874.0,800.0,587.0,9160.407,84.491,77.748,851.16,6.141,4.506,1.11,,,,,,,,,2834984.0,31753.0,21.764,0.244,24928.0,0.191,0.395,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-09,1205229.0,11974.0,10230.857,111655.0,781.0,584.286,9252.33,91.922,78.54,857.156,5.996,4.485,1.1,,,,,,,,,2867095.0,32111.0,22.01,0.247,25327.0,0.194,0.394,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-10,1217126.0,11897.0,10354.714,112326.0,671.0,593.286,9343.661,91.331,79.491,862.307,5.151,4.555,1.09,,,,,,,,,2900837.0,33742.0,22.269,0.259,25862.0,0.199,0.395,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-11,1229379.0,12253.0,10372.714,113019.0,693.0,593.714,9437.725,94.064,79.629,867.627,5.32,4.558,1.09,,,,,,,,,2933594.0,32757.0,22.521,0.251,26300.0,0.202,0.397,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-12,1241436.0,12057.0,10434.429,113704.0,685.0,606.857,9530.284,92.559,80.103,872.885,5.259,4.659,1.08,,,,,,,,,2949389.0,15795.0,22.642,0.121,26368.0,0.202,0.401,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-13,1250044.0,8608.0,10599.143,113953.0,249.0,605.143,9596.366,66.082,81.368,874.797,1.912,4.646,1.07,,,,,,,,,2955901.0,6512.0,22.692,0.05,26447.0,0.203,0.401,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-14,1255974.0,5930.0,10532.143,114298.0,345.0,603.429,9641.89,45.524,80.853,877.446,2.649,4.632,1.07,,,,,,,,,2990704.0,34803.0,22.959,0.267,26782.0,0.206,0.403,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-15,1267202.0,11228.0,10563.857,115099.0,801.0,603.571,9728.085,86.195,81.097,883.595,6.149,4.634,1.06,,,,,,,,,3024621.0,33917.0,23.219,0.26,27091.0,0.208,0.403,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-16,1277499.0,10297.0,10324.286,115769.0,670.0,587.714,9807.134,79.048,79.258,888.738,5.143,4.512,1.06,,,,,,,,,3057847.0,33226.0,23.475,0.255,27250.0,0.209,0.405,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
Mexico,2020-12-17,1289298.0,11799.0,10310.286,116487.0,718.0,594.429,9897.712,90.579,79.15,894.25,5.512,4.563,1.05,,,,,,,,,3090573.0,32726.0,23.726,0.251,27105.0,0.208,0.408,2.5,people tested,,,,,,,,,,,,,,71.76,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
